year,hires,terminations,net_change,net_change_precent
2010,2,1,1,50.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,1,0,0.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,5,0,5,100.00
2010,4,1,3,75.00
2010,4,1,3,75.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,6,1,5,83.33
2010,3,1,2,66.67
2010,4,0,4,100.00
2010,5,1,4,80.00
2010,2,0,2,100.00
2010,2,1,1,50.00
2010,4,0,4,100.00
2010,5,3,2,40.00
2010,6,1,5,83.33
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,5,0,5,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,6,1,5,83.33
2010,6,1,5,83.33
2010,8,1,7,87.50
2010,5,0,5,100.00
2010,2,1,1,50.00
2010,3,1,2,66.67
2010,3,0,3,100.00
2010,6,2,4,66.67
2010,5,1,4,80.00
2010,6,0,6,100.00
2010,4,2,2,50.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,2,1,1,50.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,5,2,3,60.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,4,0,4,100.00
2010,4,1,3,75.00
2010,5,0,5,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,6,0,6,100.00
2010,4,1,3,75.00
2010,3,1,2,66.67
2010,3,0,3,100.00
2010,6,1,5,83.33
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,1,1,0,0.00
2010,6,3,3,50.00
2010,4,1,3,75.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,5,1,4,80.00
2010,5,2,3,60.00
2010,4,0,4,100.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,4,0,4,100.00
2010,3,2,1,33.33
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,4,1,3,75.00
2010,5,1,4,80.00
2010,3,0,3,100.00
2010,5,1,4,80.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,4,0,4,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,7,0,7,100.00
2010,3,1,2,66.67
2010,3,1,2,66.67
2010,6,1,5,83.33
2010,2,1,1,50.00
2010,6,3,3,50.00
2010,5,0,5,100.00
2010,5,1,4,80.00
2010,2,0,2,100.00
2010,5,2,3,60.00
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,3,1,2,66.67
2010,5,0,5,100.00
2010,2,1,1,50.00
2010,4,0,4,100.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,2,1,1,50.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,3,1,2,66.67
2010,6,1,5,83.33
2010,5,0,5,100.00
2010,4,0,4,100.00
2010,8,2,6,75.00
2010,7,1,6,85.71
2010,5,1,4,80.00
2010,3,1,2,66.67
2010,5,1,4,80.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,4,0,4,100.00
2010,1,0,1,100.00
2010,6,0,6,100.00
2010,3,0,3,100.00
2010,3,1,2,66.67
2010,4,0,4,100.00
2010,3,1,2,66.67
2010,5,0,5,100.00
2010,5,1,4,80.00
2010,4,0,4,100.00
2010,5,0,5,100.00
2010,4,0,4,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,5,0,5,100.00
2010,2,0,2,100.00
2010,6,0,6,100.00
2010,2,0,2,100.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,3,1,2,66.67
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,8,0,8,100.00
2010,1,0,1,100.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,5,1,4,80.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,3,2,1,33.33
2010,4,0,4,100.00
2010,3,1,2,66.67
2010,4,1,3,75.00
2010,3,1,2,66.67
2010,4,2,2,50.00
2010,3,1,2,66.67
2010,1,1,0,0.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,3,1,2,66.67
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,6,1,5,83.33
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,4,2,2,50.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,4,1,3,75.00
2010,4,1,3,75.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,7,0,7,100.00
2010,1,0,1,100.00
2010,4,1,3,75.00
2010,2,1,1,50.00
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,2,2,0,0.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,6,2,4,66.67
2010,3,1,2,66.67
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,4,1,3,75.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,4,0,4,100.00
2010,3,1,2,66.67
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,3,1,2,66.67
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,4,1,3,75.00
2010,3,1,2,66.67
2010,1,1,0,0.00
2010,3,1,2,66.67
2010,1,1,0,0.00
2010,1,1,0,0.00
2010,2,0,2,100.00
2010,5,0,5,100.00
2010,7,0,7,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,3,2,1,33.33
2010,1,0,1,100.00
2010,3,1,2,66.67
2010,6,1,5,83.33
2010,3,0,3,100.00
2010,2,1,1,50.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,1,1,50.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,3,1,2,66.67
2010,2,1,1,50.00
2010,1,0,1,100.00
2010,5,0,5,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,6,1,5,83.33
2010,3,1,2,66.67
2010,1,0,1,100.00
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,4,0,4,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,4,2,2,50.00
2010,2,0,2,100.00
2010,4,1,3,75.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,3,1,2,66.67
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,4,0,4,100.00
2010,3,0,3,100.00
2011,5,3,2,40.00
2011,4,0,4,100.00
2011,2,1,1,50.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,6,1,5,83.33
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,5,2,3,60.00
2011,7,0,7,100.00
2011,3,0,3,100.00
2011,4,1,3,75.00
2011,3,0,3,100.00
2011,3,0,3,100.00
2011,5,1,4,80.00
2011,6,0,6,100.00
2011,2,0,2,100.00
2011,6,0,6,100.00
2011,1,1,0,0.00
2011,1,0,1,100.00
2011,2,1,1,50.00
2011,5,1,4,80.00
2011,3,0,3,100.00
2011,6,0,6,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,5,1,4,80.00
2011,4,0,4,100.00
2011,3,1,2,66.67
2011,2,0,2,100.00
2011,2,1,1,50.00
2011,6,0,6,100.00
2011,7,0,7,100.00
2011,3,2,1,33.33
2011,5,1,4,80.00
2011,4,1,3,75.00
2011,3,1,2,66.67
2011,5,0,5,100.00
2011,7,1,6,85.71
2011,3,1,2,66.67
2011,3,0,3,100.00
2011,3,1,2,66.67
2011,6,1,5,83.33
2011,4,0,4,100.00
2011,6,0,6,100.00
2011,5,0,5,100.00
2011,2,1,1,50.00
2011,6,0,6,100.00
2011,6,1,5,83.33
2011,5,0,5,100.00
2011,4,0,4,100.00
2011,3,1,2,66.67
2011,3,1,2,66.67
2011,5,1,4,80.00
2011,2,1,1,50.00
2011,4,0,4,100.00
2011,4,1,3,75.00
2011,3,0,3,100.00
2011,6,0,6,100.00
2011,3,0,3,100.00
2011,4,1,3,75.00
2011,2,1,1,50.00
2011,2,1,1,50.00
2011,7,0,7,100.00
2011,4,0,4,100.00
2011,4,0,4,100.00
2011,7,0,7,100.00
2011,1,0,1,100.00
2011,4,0,4,100.00
2011,3,1,2,66.67
2011,4,0,4,100.00
2011,1,0,1,100.00
2011,4,0,4,100.00
2011,5,1,4,80.00
2011,8,0,8,100.00
2011,5,0,5,100.00
2011,5,0,5,100.00
2011,3,0,3,100.00
2011,4,0,4,100.00
2011,3,0,3,100.00
2011,3,0,3,100.00
2011,3,1,2,66.67
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,3,2,1,33.33
2011,1,0,1,100.00
2011,7,2,5,71.43
2011,4,1,3,75.00
2011,4,2,2,50.00
2011,3,0,3,100.00
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,7,3,4,57.14
2011,3,1,2,66.67
2011,5,1,4,80.00
2011,1,0,1,100.00
2011,4,0,4,100.00
2011,3,2,1,33.33
2011,3,0,3,100.00
2011,2,1,1,50.00
2011,5,1,4,80.00
2011,3,0,3,100.00
2011,5,1,4,80.00
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,6,1,5,83.33
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,4,2,2,50.00
2011,4,0,4,100.00
2011,1,0,1,100.00
2011,6,0,6,100.00
2011,4,2,2,50.00
2011,5,0,5,100.00
2011,3,0,3,100.00
2011,1,1,0,0.00
2011,3,0,3,100.00
2011,5,0,5,100.00
2011,3,2,1,33.33
2011,2,0,2,100.00
2011,3,1,2,66.67
2011,2,1,1,50.00
2011,6,1,5,83.33
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,3,0,3,100.00
2011,7,2,5,71.43
2011,4,1,3,75.00
2011,1,0,1,100.00
2011,2,1,1,50.00
2011,4,0,4,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,7,0,7,100.00
2011,4,0,4,100.00
2011,5,1,4,80.00
2011,7,0,7,100.00
2011,2,0,2,100.00
2011,6,0,6,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,5,1,4,80.00
2011,6,0,6,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,4,1,3,75.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,4,1,3,75.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,6,3,3,50.00
2011,3,1,2,66.67
2011,5,1,4,80.00
2011,5,1,4,80.00
2011,3,0,3,100.00
2011,2,1,1,50.00
2011,5,1,4,80.00
2011,4,0,4,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,5,0,5,100.00
2011,2,1,1,50.00
2011,4,0,4,100.00
2011,3,2,1,33.33
2011,3,1,2,66.67
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,4,1,3,75.00
2011,4,1,3,75.00
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,5,0,5,100.00
2011,6,1,5,83.33
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,4,1,3,75.00
2011,3,0,3,100.00
2011,1,1,0,0.00
2011,3,0,3,100.00
2011,2,1,1,50.00
2011,5,2,3,60.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,3,1,2,66.67
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,2,1,1,50.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,5,0,5,100.00
2011,6,0,6,100.00
2011,5,0,5,100.00
2011,2,0,2,100.00
2011,3,1,2,66.67
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,3,1,2,66.67
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,6,0,6,100.00
2011,4,0,4,100.00
2011,8,0,8,100.00
2011,2,1,1,50.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,6,1,5,83.33
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,1,0,1,100.00
2011,3,1,2,66.67
2011,2,1,1,50.00
2011,2,0,2,100.00
2011,3,1,2,66.67
2011,3,0,3,100.00
2011,1,1,0,0.00
2011,4,0,4,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,1,1,0,0.00
2011,2,1,1,50.00
2011,4,0,4,100.00
2011,3,1,2,66.67
2011,4,0,4,100.00
2011,5,0,5,100.00
2011,3,0,3,100.00
2011,5,0,5,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,5,1,4,80.00
2011,3,1,2,66.67
2011,2,1,1,50.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,4,0,4,100.00
2011,3,1,2,66.67
2011,4,2,2,50.00
2011,2,0,2,100.00
2011,1,1,0,0.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,4,0,4,100.00
2011,3,0,3,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,2,1,1,50.00
2011,2,0,2,100.00
2011,1,1,0,0.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,3,1,2,66.67
2011,1,0,1,100.00
2011,4,0,4,100.00
2011,1,1,0,0.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,4,0,4,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,2,1,1,50.00
2011,3,0,3,100.00
2011,2,0,2,100.00
2011,2,1,1,50.00
2011,3,0,3,100.00
2011,1,1,0,0.00
2011,1,0,1,100.00
2011,2,0,2,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,3,0,3,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2011,1,0,1,100.00
2012,3,1,2,66.67
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,4,1,3,75.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,1,1,0,0.00
2012,3,0,3,100.00
2012,3,1,2,66.67
2012,4,0,4,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,1,1,0,0.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,3,1,2,66.67
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,1,0,0.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,4,0,4,100.00
2012,4,0,4,100.00
2012,4,1,3,75.00
2012,4,1,3,75.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,5,0,5,100.00
2012,2,0,2,100.00
2012,5,0,5,100.00
2012,5,1,4,80.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,3,1,2,66.67
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,5,1,4,80.00
2012,6,1,5,83.33
2012,6,1,5,83.33
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,6,1,5,83.33
2012,4,0,4,100.00
2012,2,0,2,100.00
2012,6,1,5,83.33
2012,4,0,4,100.00
2012,5,3,2,40.00
2012,6,1,5,83.33
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,3,1,2,66.67
2012,2,0,2,100.00
2012,3,2,1,33.33
2012,4,1,3,75.00
2012,6,1,5,83.33
2012,5,1,4,80.00
2012,5,0,5,100.00
2012,6,1,5,83.33
2012,4,1,3,75.00
2012,4,0,4,100.00
2012,7,0,7,100.00
2012,2,0,2,100.00
2012,3,1,2,66.67
2012,3,0,3,100.00
2012,5,0,5,100.00
2012,3,1,2,66.67
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,7,1,6,85.71
2012,4,1,3,75.00
2012,4,0,4,100.00
2012,5,1,4,80.00
2012,4,1,3,75.00
2012,5,1,4,80.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,7,0,7,100.00
2012,5,0,5,100.00
2012,3,1,2,66.67
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,4,1,3,75.00
2012,3,0,3,100.00
2012,7,1,6,85.71
2012,3,0,3,100.00
2012,3,1,2,66.67
2012,2,0,2,100.00
2012,3,1,2,66.67
2012,3,1,2,66.67
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,7,0,7,100.00
2012,3,1,2,66.67
2012,2,1,1,50.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,4,1,3,75.00
2012,4,2,2,50.00
2012,2,1,1,50.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,4,2,2,50.00
2012,3,1,2,66.67
2012,5,0,5,100.00
2012,4,0,4,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,7,1,6,85.71
2012,4,0,4,100.00
2012,4,0,4,100.00
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,6,0,6,100.00
2012,4,0,4,100.00
2012,3,0,3,100.00
2012,5,0,5,100.00
2012,2,0,2,100.00
2012,5,0,5,100.00
2012,2,1,1,50.00
2012,3,1,2,66.67
2012,2,1,1,50.00
2012,7,0,7,100.00
2012,6,1,5,83.33
2012,5,2,3,60.00
2012,3,1,2,66.67
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,8,1,7,87.50
2012,4,0,4,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,3,1,2,66.67
2012,4,1,3,75.00
2012,4,1,3,75.00
2012,6,1,5,83.33
2012,5,0,5,100.00
2012,6,1,5,83.33
2012,2,0,2,100.00
2012,5,0,5,100.00
2012,5,0,5,100.00
2012,5,1,4,80.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,4,0,4,100.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,5,1,4,80.00
2012,6,0,6,100.00
2012,3,1,2,66.67
2012,4,1,3,75.00
2012,2,1,1,50.00
2012,4,2,2,50.00
2012,4,1,3,75.00
2012,3,1,2,66.67
2012,2,1,1,50.00
2012,4,0,4,100.00
2012,4,1,3,75.00
2012,4,1,3,75.00
2012,4,0,4,100.00
2012,3,1,2,66.67
2012,3,1,2,66.67
2012,5,1,4,80.00
2012,4,0,4,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,6,1,5,83.33
2012,5,0,5,100.00
2012,5,0,5,100.00
2012,4,0,4,100.00
2012,6,1,5,83.33
2012,8,0,8,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,3,1,2,66.67
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,2,1,1,50.00
2012,1,1,0,0.00
2012,7,2,5,71.43
2012,4,0,4,100.00
2012,5,1,4,80.00
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,4,0,4,100.00
2012,3,1,2,66.67
2012,3,0,3,100.00
2012,4,1,3,75.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,2,1,1,50.00
2012,4,1,3,75.00
2012,5,0,5,100.00
2012,3,1,2,66.67
2012,6,0,6,100.00
2012,2,0,2,100.00
2012,2,1,1,50.00
2012,3,0,3,100.00
2012,4,1,3,75.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,3,1,2,66.67
2012,3,0,3,100.00
2012,2,0,2,100.00
2012,5,0,5,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,4,0,4,100.00
2012,6,0,6,100.00
2012,4,0,4,100.00
2012,3,1,2,66.67
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,3,2,1,33.33
2012,3,1,2,66.67
2012,1,0,1,100.00
2012,5,0,5,100.00
2012,4,1,3,75.00
2012,2,0,2,100.00
2012,3,1,2,66.67
2012,5,0,5,100.00
2012,5,1,4,80.00
2012,4,0,4,100.00
2012,5,0,5,100.00
2012,3,0,3,100.00
2012,4,1,3,75.00
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,4,0,4,100.00
2012,3,1,2,66.67
2012,2,1,1,50.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,1,1,0,0.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,5,0,5,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,3,2,1,33.33
2012,4,1,3,75.00
2012,2,0,2,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,2,0,2,100.00
2012,3,0,3,100.00
2012,4,0,4,100.00
2012,1,1,0,0.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,4,0,4,100.00
2012,1,1,0,0.00
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,1,1,50.00
2012,3,1,2,66.67
2012,1,0,1,100.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,4,1,3,75.00
2012,3,0,3,100.00
2012,1,0,1,100.00
2012,2,0,2,100.00
2012,3,2,1,33.33
2012,2,0,2,100.00
2013,5,1,4,80.00
2013,3,0,3,100.00
2013,3,0,3,100.00
2013,1,0,1,100.00
2013,5,2,3,60.00
2013,8,0,8,100.00
2013,6,0,6,100.00
2013,3,0,3,100.00
2013,4,0,4,100.00
2013,6,1,5,83.33
2013,5,1,4,80.00
2013,7,0,7,100.00
2013,7,1,6,85.71
2013,3,1,2,66.67
2013,5,1,4,80.00
2013,3,2,1,33.33
2013,3,0,3,100.00
2013,3,0,3,100.00
2013,2,0,2,100.00
2013,3,1,2,66.67
2013,2,0,2,100.00
2013,6,2,4,66.67
2013,1,0,1,100.00
2013,6,1,5,83.33
2013,5,0,5,100.00
2013,6,0,6,100.00
2013,4,0,4,100.00
2013,2,0,2,100.00
2013,5,0,5,100.00
2013,6,2,4,66.67
2013,3,0,3,100.00
2013,6,1,5,83.33
2013,1,0,1,100.00
2013,3,0,3,100.00
2013,5,0,5,100.00
2013,4,0,4,100.00
2013,4,0,4,100.00
2013,3,0,3,100.00
2013,3,0,3,100.00
2013,2,0,2,100.00
2013,3,0,3,100.00
2013,1,0,1,100.00
2013,3,0,3,100.00
2013,1,0,1,100.00
2013,4,1,3,75.00
2013,5,0,5,100.00
2013,3,1,2,66.67
2013,6,1,5,83.33
2013,2,0,2,100.00
2013,3,0,3,100.00
2013,1,0,1,100.00
2013,5,1,4,80.00
2013,1,0,1,100.00
2013,3,0,3,100.00
2013,2,0,2,100.00
2013,4,0,4,100.00
2013,3,0,3,100.00
2013,8,2,6,75.00
2013,4,0,4,100.00
2013,2,0,2,100.00
2013,2,2,0,0.00
2013,4,0,4,100.00
2013,2,0,2,100.00
2013,6,0,6,100.00
2013,3,0,3,100.00
2013,4,1,3,75.00
2013,5,1,4,80.00
2013,5,0,5,100.00
2013,6,1,5,83.33
2013,3,1,2,66.67
2013,1,0,1,100.00
2013,2,0,2,100.00
2013,5,0,5,100.00
2013,5,0,5,100.00
2013,3,1,2,66.67
2013,4,1,3,75.00
2013,5,0,5,100.00
2013,2,0,2,100.00
2013,1,0,1,100.00
2013,4,1,3,75.00
